,start_station_name,end_station_name,start_lat,start_lng,end_lat,end_lng,trips
2088834,E 33 St & 5 Ave,E 33 St & 5 Ave,40.747594953,-73.984933972,40.74765947,-73.98490707,1
284554,3 Ave & E 172 St,Grand Concourse & E Mosholu Pkwy S,40.839586,-73.900277,40.877964,-73.8847550291,1
1274697,Broadway\t& W 48 St,E 45 St & 3 Ave,40.76032424,-73.984494567,40.75255434,-73.97282625,1
2110052,E 39 St & Lexington Ave,E 39 St & Lexington Ave,40.749287724,-73.976876616,40.7494985460252,-73.97729203113158,1
715036,8 Ave & W 38 St,W 35 St & 8 Ave,40.754550695,-73.99172914,40.752762088742045,-73.99280458705107,1
1462223,Central Park West & W 85 St,Harrison St & Hudson St,40.78476,-73.969862,40.71870987,-74.0090009,12
3868917,Sherman Ave & E 166 St,Tiebout Ave & E 184 St,40.831245065,-73.917506218,40.858498,-73.89637,1
4311836,W 18 St & 6 Ave,1 Ave & E 39 St,40.739720702,-73.994665861,40.74714,-73.97113,1
4849314,W Broadway & Spring St,W 133 St & 12 Ave,40.72494672359416,-74.00165855884552,40.820003,-73.959089,1
3010493,Jefferson Ave & Evergreen Ave,Hancock St & Bedford Ave,40.68989,-73.91458,40.68216564,-73.95399026,13
1811138,E 116 St & 2 Ave,Adam Clayton Powell Blvd & W 118 St,40.796900749,-73.937276602,40.804372,-73.951475,1
1257408,Broadway & W 58 St,W 55 St & 6 Ave,40.76612401,-73.981838822,40.763189,-73.978434,1
3740372,Riverside Dr & W 104 St,Riverside Dr & W 72 St,40.801277995,-73.971218824,40.78057799010334,-73.98562431335449,1
638534,7 Ave & 41 St,57 St & 4 Ave,40.647328377,-74.00084877,40.642622,-74.016866,1
4149796,Vesey St & Church St,E 6 St & Avenue D,40.712308407,-74.010480642,40.72228087,-73.97668709,1
1185026,Broadway & W 36 St,W 15 St & 10 Ave,40.750727773,-73.987844944,40.74275382865903,-74.00747358798981,1
4474850,W 34 St & Hudson Blvd E,Barrow St & Hudson St,40.755203009,-74.000816464,40.73172428,-74.00674436,1
3695643,Pulaski St & Marcus Garvey Blvd,Carroll St & Smith St,40.693364382,-73.939956546,40.680611,-73.99475825,1
4875041,Walton Ave & E 153 St,Amsterdam Ave & W 183 St,40.822302341,-73.926958323,40.84925,-73.93022,1
3718725,Reade St & Broadway,William St & Pine St,40.714559555,-74.005781651,40.70717936,-74.00887308,1
3006900,Jay St & York St,Duffield St & Willoughby St,40.7010988,-73.986744285,40.69221589,-73.9842844,1
1851510,E 138 St & 5 Av,W 120 St & Claremont Ave,40.81449,-73.936153,40.8109494,-73.9634,1
787978,Adam Clayton Powell Blvd & W 141 St,Edgecombe Ave & W 145 St,40.819334626,-73.94107008,40.823498,-73.94386,1
1878372,E 149 St & Morris Ave,E 174 St & Longfellow Ave,40.817404151,-73.92308116,40.836274,-73.884308,1
3379939,Metropolitan Ave & Bedford Ave,Hope St & Union Ave,40.715352178,-73.960257173,40.71167351,-73.95141312,1
63312,1 Ave & E 68 St,E 81 St & Park Ave,40.76500082,-73.958076,40.77677702,-73.9590097,1
3266337,Macombs Rd & Featherbed Ln,Nelson Ave & W 172 St,40.845572352,-73.917292476,40.843965,-73.920999,1
1945251,E 170 St & Sheridan Ave,University Ave & W 168 St,40.838272333,-73.912417293,40.838706,-73.927034,1
1995322,E 20 St & FDR Dr,E 55 St & 2 Ave,40.733311772,-73.975817442,40.75797322,-73.96603308,1
4953882,Water St & Main St,Old Fulton St,40.70326972,-73.990299106,40.70277159,-73.99383605,1
3789523,Rogers Ave & Sterling St,Rogers Ave & Sterling St,40.663135171,-73.953852415,40.6630619,-73.9538746,1
236568,21 St & Hoyt Ave S,19 St & 24 Ave,40.774736524,-73.923596382,40.7774552,-73.9225403,1
3838854,Schermerhorn St & Court St,Bergen St & 4 Ave,40.691056728,-73.992100596,40.68256425759694,-73.9798977971077,1
333585,31 Ave & 61 St,21 St & 21 Ave,40.757536769,-73.901419044,40.782465,-73.914527,1
4393851,W 25 St & 6 Ave,11 Ave & Prospect Ave,40.74395411,-73.99144871,40.65629,-73.977335,11
3730046,Riverside Blvd & W 67 St,1 Ave & E 68 St,40.777823687,-73.988860488,40.76500525,-73.95818491,1
618403,6 Ave & Walker St,Franklin St & Dupont St,40.719778657,-74.005205035,40.73564,-73.95866,1
938974,Avenue D & E 3 St,E 2 St & Avenue B,40.720749974,-73.97796917,40.72217444,-73.98368779,1
3442924,Morton St & West St,10 Ave & W 28 St,40.731454372,-74.010975003,40.75066386,-74.00176802,1
2230795,E 51 St & 2 Ave,Bleecker St & Crosby St,40.755349636,-73.967575669,40.72615604980408,-73.99510189890862,1
3033782,Kane St & Clinton St,Clinton St & 4 Place,40.686122656,-73.996548533,40.6783563,-74.00014502,1
18444,1 Ave & E 30 St,1 Ave & E 16 St,40.741469979,-73.975324631,40.73221853,-73.98165557,1
2899526,Hanson Pl & Ashland Pl,Bergen St & Smith St,40.685053706,-73.977509856,40.6867443,-73.99063168,1
1128376,Broadway & Roebling St,Centre St & Seneca Ave,40.70924826276157,-73.96063148975372,40.69969,-73.9022,2
2087883,E 33 St & 5 Ave,E 14 St & 1 Ave,40.747685909,-73.984798193,40.73139303364151,-73.98286700248718,1
372953,34 St & 4 Ave,Kosciuszko St & Tompkins Ave,40.655278,-74.003101,40.69128258,-73.9452416,1
2674456,Fulton St & Adams St,Commerce St & Van Brunt St,40.692489028,-73.989460349,40.6812117,-74.00860912,1
966872,Bayard St & Baxter St,Laight St & Hudson St,40.716094136,-73.999724388,40.72185379,-74.00771779,1
2318697,E 6 St & Avenue D,Greene St & Prince St,40.72256887,-73.976202965,40.72511734422387,-73.99930492043495,1
3795609,Rutgers St & Henry St,Spring St & Hudson St,40.713142753,-73.990252972,40.72583996792375,-74.0076532959938,1
985389,Bedford Ave & Nassau Ave,Fulton St & Broadway,40.723183155,-73.952024579,40.711066,-74.009447,1
1751792,E 1 St & Bowery,Washington Pl & 6 Ave,40.724828005,-73.991979241,40.73224119,-74.00026394,1
1588815,Columbus Ave & W 72 St,W 50 St & 9 Ave,40.776937842,-73.979093075,40.76360467795863,-73.98917958140373,1
2090546,E 33 St & 5 Ave,Fulton St & William St,40.74765947,-73.98490707,40.70960089363537,-74.00655090808868,14
2723160,Graham Ave & Conselyea St,Bayard St & Baxter St,40.714936018,-73.94444859,40.71602118,-73.99974372,1
3033073,Johnson St & Gold St,West St & Chambers St,40.694645286,-73.983296275,40.71754834,-74.01322069,1
1942298,E 170 St & Sheridan Ave,Boone Ave & E 172 St,40.838280439,-73.912435293,40.832649,-73.885272,1
4526643,W 4 St & 7 Ave S,Ave A & E 14 St,40.733849525,-74.002734661,40.73031071000895,-73.98047178983688,1
4054392,Thompson St & Bleecker St,Maiden Ln & Pearl St,40.728349328,-74.000097036,40.70706456,-74.00731853,1
2002155,E 20 St & Park Ave,Grand Army Plaza & Central Park S,40.73827428,-73.98751968,40.7643971,-73.97371465,36
1350444,Carroll St & 5 Ave,President St & Henry St,40.6751622,-73.9814832,40.6828003,-73.99990419,20
3496897,N 6 St & Bedford Ave,Halsey St & Broadway,40.717416763,-73.958417654,40.68565,-73.91564,1
783659,Adam Clayton Powell Blvd & W 138 St,Broadway & W 61 St,40.816868067,-73.942443728,40.77003010255044,-73.9819684624672,1
3216489,Lexington Ave & E 36 St,Ave A & E 14 St,40.74760437,-73.978803158,40.73031071000895,-73.98047178983688,1
1948749,E 170 St & Webster Ave,Fulton Ave & E 168 St,40.836149693,-73.907217741,40.830471,-73.904556,1
414467,4 Ave & 3 St,Prospect Park West & 8 St,40.673502088,-73.985872388,40.66514681533792,-73.97637605667114,1
4099583,University Pl & E 14 St,E 13 St & Avenue A,40.734629393,-73.99198544,40.72966729392978,-73.98067966103554,1
4224005,W 12 St & Hudson St,E 2 St & Avenue B,40.737595081,-74.005478382,40.72217444,-73.98368779,1
3572056,Orchard St & Grand St,Sands St & Jay St,40.717318,-73.990678,40.700119,-73.9862,1
2378121,E 74 St & 1 Ave,E 53 St & Madison Ave,40.768536925,-73.954244852,40.7597108,-73.97402311,1
906410,Atlantic Ave & Fort Greene Pl,Emerson Pl & Myrtle Ave,40.683700323,-73.976350546,40.69363137,-73.96223558,1
1585963,Columbus Ave & W 72 St,Grand Army Plaza & Central Park S,40.777112246,-73.978870392,40.7643971,-73.97371465,1
3791684,Roosevelt Island Tramway,Broadway & 51 St,40.757238746,-73.953470349,40.754164,-73.908906,1
1011953,Bergen St & Vanderbilt Ave,W 13 St & 7 Ave,40.6794388,-73.9680438,40.73781509,-73.99994661,1
19597,1 Ave & E 30 St,6 Ave & W 34 St,40.74146688,-73.975339293,40.74964,-73.98805,1
3028043,John St & William St,Forsyth St & Broome St,40.70838964,-74.007470727,40.71893904,-73.99266288,1
1708010,Division St & Bowery,S 4 St & Rodney St,40.714061022,-73.996702671,40.70934,-73.95608,1
3380071,Metropolitan Ave & Bedford Ave,Huron St & Franklin St,40.715342045,-73.960223079,40.73266,-73.95826,1
922359,Ave A & E 14 St,8 Ave & W 16 St,40.730107427,-73.980732203,40.740983,-74.001702,1
3846962,Scholes St & Manhattan Ave,Lafayette St & Jersey St,40.70870368,-73.9448625,40.72456089,-73.99565293,10
298272,3 Ave & E 71 St,E 89 St & York Ave,40.768625617,-73.961610079,40.7779453,-73.946041,1
3689866,Prospect Pl & 6 Ave,Windsor Pl & 8 Ave,40.679251432,-73.975098014,40.660906,-73.983074,1
3332809,Market St & Henry St,Market St & Henry St,40.713355899,-73.994452715,40.71310702305908,-73.99446353316307,1
1797265,E 11 St & 3 Ave,W 24 St & 7 Ave,40.731280923,-73.988364339,40.74487634,-73.99529885,1
3084334,LaGuardia Pl & W 3 St,E 1 St & Bowery,40.729247332,-73.997999191,40.72486122254819,-73.99213135242462,1
3803760,S 3 St & Bedford Ave,S 3 St & Bedford Ave,40.712579727,-73.962808728,40.71260486,-73.96264403,1
4428936,W 29 St & 9 Ave,W 106 St & Central Park West,40.750054121,-73.998378634,40.7981856,-73.9605909006,1
2157721,E 43 St & 2 Ave,Menahan St & Wyckoff Ave,40.750107765,-73.971015453,40.70113,-73.91422,1
3935515,St Marks Pl & 2 Ave,Grand St & Greene St,40.728554368,-73.987347484,40.72170005235607,-74.00238141417502,1
2811507,Grand St & Havemeyer St,Scholes St & Manhattan Ave,40.77173686,-73.982579589,40.70870368,-73.9448625,1
625208,61 St & 39 Ave,61 St & 39 Ave,40.7471,-73.9028,40.7471,-73.9028,59
3942104,St Mary's St & Jackson Ave,Wales Ave & E 147 St,40.80890274,-73.910886526,40.811314,-73.907729,1
3657271,Pleasant Ave & E 116 St,E 116 St & 2 Ave,40.794955134,-73.933344722,40.796879,-73.937261,1
696459,8 Ave & W 33 St,8 Ave & W 33 St,40.751655579,-73.993930936,40.751551,-73.993934,1
5003233,West St & Chambers St,Barrow St & Hudson St,40.717505455,-74.013133168,40.73172428,-74.00674436,1
3972139,Stagg St & Union Ave,Menahan St & Central Ave,40.708815575,-73.950901508,40.69543,-73.9196,1
523624,5 Ave & E 87 St,2 Ave & E 122 St,40.782462597,-73.959919214,40.8006721,-73.9349,1
4507045,W 37 St & 10 Ave,Amsterdam Ave & W 66 St,40.756622195,-73.998135686,40.7746671,-73.98470567,1
2851052,Greenpoint Ave & Manhattan Ave,E 19 St & 3 Ave,40.730240464,-73.954046726,40.73624527,-73.98473765,1
1321613,Calyer St & Jewel St,S 3 St & Bedford Ave,40.729742885,-73.948622465,40.71260486,-73.96264403,1
3592296,Park Ave & Marcus Garvey Blvd,Monroe St & Tompkins Ave,40.698617,-73.941342,40.686203,-73.944694,142
2597853,Forsyth St\t& Grand St,6 Ave & Walker St,40.717781067,-73.993258834,40.7197920901383,-74.0052238852195,1
3275836,Madison Av & E 51 St,E 39 St & 2 Ave,40.758269668,-73.974409103,40.74803319428767,-73.973827958107,1
4868424,Wales Ave & E 147 St,Nelson Ave & 167 St,40.811232209,-73.907826185,40.83670566862804,-73.92608866095543,1
3255405,MacDougal St & Prince St,Lexington Ave & E 26 St,40.727041006,-74.003024101,40.741459,-73.983293,1
3479438,Myrtle Ave & St Edwards St,Bleecker St & Crosby St,40.69324553,-73.976807714,40.72615604980408,-73.99510189890862,1
2037196,E 27 St & 1 Ave,E 11 St & 1 Ave,40.739533067,-73.977025032,40.72953837,-73.98426726,1
1596933,Columbus Ave & W 95 St,W 168th S & Fort Washington Ave,40.791829586,-73.9682163,40.84210236102173,-73.9422395825386,1
475877,48 St & 5 Ave,Greene Ave & Throop Ave,40.646180987,-74.009380221,40.6894932,-73.942061,1
391994,36 St & 3 Ave,Irving Ave & DeKalb Ave,40.655716,-74.006664,40.7027,-73.92095,1
4357187,W 21 St & 6 Ave,Christopher St & Greenwich St,40.741674423,-73.994067669,40.73291553,-74.00711384,1
2473563,E 9 St & 5 Ave,Kenmare St & Elizabeth St,40.732690454,-73.995631456,40.72054,-73.9949,1
1701691,Division Ave & Hooper St,Wyckoff St & Nevins St,40.70684203101325,-73.9544353965357,40.683426,-73.984275,2
671901,8 Ave & W 16 St,E 20 St & Park Ave,40.740952253,-74.001617312,40.73827428,-73.98751968,1
281016,3 Ave & E 170 St,Concourse Village West & E 156 St,40.834818602,-73.903753161,40.823162,-73.923267,1
2876496,Greenwich St & W Houston St,W 16 St & The High Line,40.72861135,-74.008584499,40.74334935,-74.00681753,1
2933134,Henry St & W 9 St,36 St & 3 Ave,40.6763744,-74.00324957,40.655716,-74.006664,5
1251514,Broadway & W 58 St,E 72 St & Park Ave,40.766959548,-73.982066274,40.77118287540658,-73.96409422159195,1
1347011,Carmine St & 6 Ave,W 17 St & 8 Ave,40.730446219,-74.002023935,40.74177603,-74.00149746,1
4231234,W 129 St & Convent Ave,Convent Ave & W 135 St,40.814445853,-73.953384638,40.818215,-73.950988,1
2225584,E 51 St & 1 Ave,Crescent St & 35 Ave,40.75455731,-73.96592976,40.7596276,-73.9321455,8
2208217,E 5 St & Ave A,7 Ave S & Bleecker St,40.724571228,-73.983837247,40.73213896287381,-74.00363802909851,1
4972580,West Drive & Prospect Park West,Eastern Pkwy & Washington Ave,40.661121488,-73.979186773,40.6716493,-73.9631145,1
1221446,Broadway & W 51 St,Morton St & Washington St,40.76228826,-73.98336183,40.73115,-74.00887,11
1927230,E 169 St & Webster Ave,Concourse Village East & E 158 St,40.834039688,-73.909021497,40.823732,-73.919379,1
1199896,Broadway & W 41 St,8 Ave & W 52 St,40.754953384,-73.986630797,40.76370739,-73.9851615,1
87849,1 St & 6 Ave,Lexington Ave & E 29 St,40.672686696,-73.979883432,40.74311555376486,-73.98215353488922,1
4236625,W 13 St & 5 Ave,Greenwich St & Perry St,40.735465288,-73.994395018,40.73498,-74.00697,1
1801525,E 11 St & Avenue B,University Pl & E 14 St,40.727622747,-73.97976017,40.734814,-73.992085,1
2659008,Front St & Washington St,E 4 St & 2 Ave,40.702535868,-73.988709569,40.7262807,-73.98978041,1
485524,5 Ave & 3 St,3 St & Prospect Park West,40.672817349,-73.983559966,40.668132,-73.97363831,1
2047621,E 27 St & Park Ave S,W 45 St & 8 Ave,40.742992043,-73.984771609,40.75929124,-73.98859651,1
4688045,W 53 St & 10 Ave,Spruce St & Nassau St,40.766668797,-73.990635276,40.71146364,-74.00552427,1
1730621,Driggs Ave & N Henry St,Greene Ave & Throop Ave,40.723262787,-73.942858934,40.6894932,-73.942061,1
2582780,Forest Ave & Summerfield St,Knickerbocker Ave & Halsey St,40.69912982,-73.897814274,40.693,-73.90824,1
4901058,Washington Ave & Greene Ave,India St & Manhattan Ave,40.686500549,-73.965672374,40.73232194,-73.9550858,1
1675867,Dean St & Franklin Ave,Withers St & Kingsland Ave,40.67759206937376,-73.955637216568,40.71773,-73.94051,10
2153485,E 41 St & Madison Ave (SW corner),Roebling St & N 4 St,40.752307773,-73.979990125,40.71469,-73.95739,1
1794186,E 11 St & 3 Ave,Cleveland Pl & Spring St,40.731267333,-73.988568544,40.722103786686034,-73.99724900722504,1
919579,Ave A & E 11 St,George St & Wilson Ave,40.728835464,-73.981644154,40.702997,-73.92997,1
2764320,Grand Concourse & E 156 St,Grand Concourse & E 171 St,40.823296785,-73.924686313,40.839549,-73.913004,1
3334383,McDonald Ave & Vanderbilt St,State St & Smith St,40.651776433,-73.981295824,40.68917,-73.9886,1
3401093,Monroe St & Bedford Ave,LaGuardia Pl & W 3 St,40.685127735,-73.953884721,40.72917025,-73.99810231,1
2243961,E 53 St & Lexington Ave,E 106 St & Madison Ave,40.75835824,-73.97046423,40.7934337,-73.94945003,1
191041,2 Ave & E 29 St,Suffolk St & Stanton St,40.741836905,-73.977980137,40.72066442,-73.98517977,1
4338120,W 20 St & 10 Ave,W 56 St & 10 Ave,40.745650172,-74.005018473,40.768254,-73.988639,1
1090533,Broadway & E 14 St,W 22 St & 8 Ave,40.73454567,-73.99074142,40.74475148,-73.99915362,233
4012578,Sterling Pl & Bedford Ave,Wythe Ave & Metropolitan Ave,40.6728971,-73.954031825,40.716887,-73.963198,1
4259157,W 147 St & Adam Clayton Powell Blvd,Grand Concourse & E 167 St,40.82281,-73.937413,40.834263,-73.917641,7
620404,6 Ave & Walker St,W 45 St & 8 Ave,40.719718456,-74.005237579,40.75929124,-73.98859651,1
2452611,E 88 St & 1 Ave,E 88 St & 1 Ave,40.778262615,-73.948915243,40.778301,-73.9488134,1
745998,9 Ave & W 22 St,Eastern Pkwy & Franklin Ave,40.7454973,-74.00197139,40.6707767,-73.9576801,1
4348004,W 20 St & 8 Ave,E 40 St & 5 Ave,40.74345335,-74.00004031,40.752062307,-73.9816324043,62
4339199,W 20 St & 7 Ave,3 Ave & E 62 St,40.742388,-73.997262,40.763126,-73.965269,1
2012159,E 23 St & 1 Ave,4 Ave & E 12 St,40.736502,-73.97809472,40.732647,-73.99011,68
1553527,Clinton St & Joralemon St,Lispenard St & Broadway,40.692562699,-73.993257046,40.71939226,-74.00247214,1
1470233,Centre St & Chambers St,West St & Liberty St,40.71273266,-74.0046073,40.711444,-74.014847,346
1501586,Classon Ave & St Marks Ave,Putnam Ave & Knickerbocker Ave,40.676439881,-73.959677219,40.69545,-73.91164,1
1182489,Broadway & W 36 St,Broadway & W 41 St,40.750638366,-73.987799168,40.75513557,-73.98658032,1
4695637,W 54 St & 11 Ave,E 68 St & 3 Ave,40.768248677,-73.992220044,40.76712840349542,-73.96224617958069,1
2156512,E 43 St & 2 Ave,Ditmars Blvd & 43 St,40.750291228,-73.971282005,40.771203,-73.903865,1
1962068,E 19 St & 3 Ave,Grand St & Greene St,40.73624527,-73.98473765,40.72170005235607,-74.00238141417502,21
2145720,E 41 St & Madison Ave (SE corner),E 72 St & York Ave,40.752077341,-73.97939229,40.76663814,-73.95348296,1
25091,1 Ave & E 39 St,1 Ave & E 78 St,40.747337818,-73.971042395,40.77140426,-73.9535166,1
812210,Allen St & Hester St,E 106 St & 2 Ave,40.71605866,-73.99190759,40.790586067792006,-73.94195795059204,1
2467651,E 89 St & York Ave,E 47 St & 1 Ave,40.7779453,-73.946041,40.75206862,-73.96784384,38
4756116,W 64 St & Thelonious Monk Circle,Amsterdam Ave & W 66 St,40.775001287,-73.988855124,40.7746671,-73.98470567,1
2799301,Grand St & Elizabeth St,Murray St & West St,40.718926072,-73.996012092,40.71503,-74.01246,1
4561910,W 42 St & 6 Ave,W 34 St & 11 Ave,40.755026221,-73.984552145,40.75594159,-74.0021163,1
2613406,Franklin Ave & St Marks Ave,Marcy Ave & Lafayette Ave,40.67583406,-73.956047416,40.6900815,-73.947915,1
715069,8 Ave & W 38 St,W 35 St & Dyer Ave,40.75461,-73.99177,40.754691750226016,-73.99740189313889,150
2762461,Grand Concourse & E 144 St,Macombs Rd & Featherbed Ln,40.816576,-73.927987,40.84552,-73.91722,3
3132200,Lenox Ave & W 111 St,5 Ave & E 87 St,40.798655987,-73.952389836,40.78232260730881,-73.95987510681152,1
713282,8 Ave & W 38 St,Lexington Ave & E 36 St,40.754516006,-73.991577744,40.7475739589548,-73.9788007736206,1
200715,2 Ave & E 55 St,8 Ave & W 49 St,40.757844448,-73.96616447,40.76171227910671,-73.98655101656914,1
316185,3 St & Prospect Park West,3 St & Prospect Park West,40.668134689,-73.973525882,40.668132,-73.97363831,1
1953974,E 171 St & Webster Ave,St Nicholas Ave & W 134 St,40.838351965,-73.905730963,40.816234,-73.948222,1
1156133,Broadway & W 192 St,Riverside Dr & W 104 St,40.858089089,-73.932018876,40.8013434,-73.9711457439,1
3449975,Mott St & Prince St,E 11 St & 3 Ave,40.72326529,-73.994923353,40.73127,-73.98849,1
2839189,Greene Ave & Nostrand Ave,Rockaway Ave & Bainbridge St,40.6883337,-73.950916,40.68319988172761,-73.91166642308235,24
3630798,Pierrepont St & Monroe Pl,Schermerhorn St & Court St,40.695318818,-73.993472457,40.69102925677968,-73.99183362722397,1
523115,5 Ave & E 78 St,W 82 St & Central Park West,40.776762009,-73.96414721,40.78275,-73.97137,1
4791426,W 76 St & Columbus Ave,W 47 St & 10 Ave,40.780221343,-73.977401137,40.76269882,-73.99301222,1
422411,4 Ave & E 12 St,Perry St & Bleecker St,40.732463956,-73.98988235,40.73535398,-74.00483091,1
4273805,W 15 St & 6 Ave,W 25 St & 6 Ave,40.738152504,-73.996603608,40.74395411,-73.99144871,1
843510,Amsterdam Ave & W 136 St,Mt Morris Park W & W 120 St,40.819906831,-73.95171988,40.804038,-73.945925,1
625796,61 St & Queens Blvd,48 Ave & 41 St,40.740993619,-73.902688265,40.73985995699164,-73.92400324344635,1
524872,5 Ave & E 87 St,8 Ave & W 38 St,40.78232260730881,-73.95987510681152,40.75461,-73.99177,49
1057568,Bridge St & Water St,Bridge St & Water St,40.702812076,-73.984470963,40.70296934155272,-73.98469090461731,1
1509732,Clermont Ave & Park Ave,MacDougal St & Washington Sq,40.69573398,-73.97129668,40.73226398,-73.99852205,3
4559393,W 42 St & 6 Ave,E 56 St & 3 Ave,40.755036116,-73.984564424,40.75934501,-73.96759673,1
47306,1 Ave & E 62 St,E 55 St & 2 Ave,40.761304259,-73.96096921,40.75797322,-73.96603308,1
3679745,Prospect Park SW & Vanderbilt St,3 St & Prospect Park West,40.655209899,-73.97328341,40.668132,-73.97363831,1
4651718,W 50 St & 10 Ave,St Johns Pl & Washington Ave,40.764910936,-73.992101789,40.6737236,-73.9631611,1
4900749,Washington Ave & Greene Ave,Fulton St & Waverly Ave,40.686412334,-73.965596557,40.68323865460341,-73.96599590778351,1
4655686,W 50 St & 9 Ave,9 Ave & W 18 St,40.763670444,-73.989324689,40.74317449,-74.00366443,1
430595,41 St & 4 Ave,E 14 St & 1 Ave,40.651354,-74.007168,40.73139303364151,-73.98286700248718,1
2172729,E 44 St & Lexington Ave,W 54 St & 11 Ave,40.752641201,-73.974692583,40.768333,-73.992573,1
3819512,S 4 St & Wythe Ave,Waterbury St & Stagg St,40.712900281,-73.965921402,40.71019,-73.93734,1
2764368,Grand Concourse & E 156 St,Grand Concourse & East Mount Eden Ave,40.823374033,-73.92466712,40.84301,-73.91172,1
1305643,Bushwick Ave & Powers St,Chauncey St & Malcolm X Blvd,40.712444663,-73.94099319,40.68044,-73.92842,1
3121905,Laight St & Hudson St,12 Ave & W 125 St,40.72185379,-74.00771779,40.818299,-73.960405,2
1871910,E 144 St & Brook Ave,Brook Ave & E 148 St,40.811519265,-73.917060375,40.814383,-73.915368,1
4827334,W 89 St & Columbus Ave,W 100 St & Broadway,40.788165212,-73.970278859,40.7973721,-73.97041192,1
3200541,Lexington Ave & E 24 St,E 3 St & 1 Ave,40.740118027,-73.984277368,40.72467721,-73.98783413,1
4767964,W 67 St & Broadway,Hudson St & Reade St,40.77492513,-73.98266566,40.71625008,-74.0091059,6
4102920,University Pl & E 14 St,MacDougal St & Prince St,40.734649658,-73.992142677,40.72710258,-74.00297088,1
26753,1 Ave & E 39 St,E 115 St & Lexington Ave,40.747261763,-73.971085072,40.797911,-73.9423,1
3764277,Riverside Dr & W 91 St,E 65 St & 2 Ave,40.793275118,-73.977021575,40.76471851944339,-73.96222069859505,1
4727599,W 56 St & 6 Ave,W 37 St & 10 Ave,40.763094187,-73.977466345,40.75660359,-73.9979009,1
1723591,Driggs Ave & Lorimer St,Verona Pl & Fulton St,40.72179134,-73.9504154,40.6803560840434,-73.9476791024208,7
1137130,Broadway & W 133 St,Grand Concourse & E 164 St,40.8190344,-73.956156,40.829608,-73.921461,1
278227,3 Ave & E 169 St,Franklin Ave & E 169 St,40.832617402,-73.905075669,40.83171,-73.90208,1
4536486,W 40 St & 5 Ave,E 55 St & 2 Ave,40.752348542,-73.982377052,40.75797322,-73.96603308,1
2172389,E 44 St & Lexington Ave,W 44 St & 5 Ave,40.752992749,-73.974698544,40.75500254,-73.98014437,1
2719179,Goble Pl & Macombs Rd,Goble Pl & Macombs Rd,40.844080091,-73.917252898,40.844075,-73.917256,1
1116714,Broadway & Kosciuszko St,Myrtle Ave & Lewis Ave,40.693375587,-73.928574681,40.69681963,-73.93756926,1
2192792,E 47 St & Park Ave,FDR Drive & E 35 St,40.754351974,-73.975054622,40.744219,-73.97121214,1
3715664,Reade St & Broadway,Columbus Ave & W 72 St,40.71450451,-74.00562789,40.7770575,-73.97898475,5
1776687,E 106 St & 1 Ave,E Burnside Ave & Ryer Ave,40.789275408,-73.93944335,40.850535,-73.901318,1
3910735,Spruce St & Nassau St,Canal St & Rutgers St,40.711445928,-74.005353808,40.71427487,-73.98990025,1
2200985,E 48 St & 3 Ave,W 42 St & 8 Ave,40.755148888,-73.972326875,40.7575699,-73.99098507,1
1266435,Broadway & W 61 St,W 31 St & 7 Ave,40.770453811,-73.982085705,40.749156,-73.9916,1
4427370,W 29 St & 9 Ave,E 48 St & 3 Ave,40.750065804,-73.99844718,40.7546011026,-73.971878855,1
4736806,W 59 St & 10 Ave,2 Ave & E 72 St,40.770710826,-73.987776279,40.7687620293096,-73.95840793848038,1
4482619,W 35 St & 8 Ave,5 Ave & E 93 St,40.752390385,-73.99292922,40.7857851,-73.957481,1
5035026,White St & Moore St,Central Ave & Weirfield St,40.704508,-73.9351,40.69055,-73.91181,18
4135473,Vernon Blvd & 50 Ave,Murray St & Greenwich St,40.742309928,-73.954173446,40.71485150526252,-74.01122331619263,1
4628127,W 47 St & 6 Ave,E 59 St & Madison Ave,40.758397,-73.98255,40.76350532,-73.97109243,52
2873158,Greenwich St & W Houston St,Clinton Ave & Flushing Ave,40.728846,-74.008591,40.69794,-73.96986848,1
499223,5 Ave & E 29 St,1 Ave & E 39 St,40.745168,-73.986831,40.74714,-73.97113,1
1011468,Bergen St & Vanderbilt Ave,Schermerhorn St & Court St,40.679448366,-73.96792841,40.69102925677968,-73.99183362722397,1
4025327,Suffolk St & Stanton St,E 6 St & Avenue D,40.720581412,-73.985182285,40.72228087,-73.97668709,1
853882,Amsterdam Ave & W 180 St,E 106 St & 1 Ave,40.847465158,-73.931201577,40.7892529,-73.93956237,1
1900076,E 16 St & 5 Ave,Little West St & 1 Pl,40.737048864,-73.99182868,40.70569254,-74.01677685,1
4182940,W 106 St & Central Park West,Cathedral Pkwy & Broadway,40.798229933,-73.960548878,40.804213,-73.96699104,1
990474,Bedford Ave & S 9 St,Putnam Ave & Throop Ave,40.70851624,-73.964080691,40.6851532,-73.94111,1
501313,5 Ave & E 29 St,E 27 St & Park Ave S,40.744825125,-73.986822009,40.74275179648995,-73.9847157150507,1
4779750,W 70 St & Amsterdam Ave,W 63 St & Broadway,40.777529836,-73.982803702,40.77163851,-73.98261428,1
4520438,W 37 St & 5 Ave,W 51 St & 6 Ave,40.750415683,-73.98337996,40.7606597,-73.98042047,1
4719906,W 56 St & 10 Ave,Riverside Blvd & W 67 St,40.768301725,-73.988900542,40.777507027547976,-73.98888587951659,1
